Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Clean,Sentiment_Group,post_length
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",Joy,2023-07-07 19:45:00, SeniorBookClub ,Instagram, #BookishTalks #SeniorBookworms ,22.0,45.0,UK,2023,7,7,19,joy,Joy,123
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",Contentment,2023-07-08 16:00:00, SeniorPicnicHost ,Twitter, #FriendshipSunshine #SeniorMemories ,30.0,60.0,Canada,2023,7,8,16,contentment,Joy,134
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",Joy,2023-07-09 22:30:00, SeniorActor ,Facebook, #StagePassion #SeniorTheater ,20.0,40.0,USA,2023,7,9,22,joy,Joy,121
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",Excitement,2023-07-10 14:20:00, SeniorHikerExplorer ,Instagram, #NatureTrailBlazer #SeniorExplorer ,28.0,55.0,UK,2023,7,10,14,excitement,Joy,157
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,Gratitude,2023-07-11 18:45:00, SeniorPhotographerExhibitor ,Twitter, #LifeInPictures #SeniorExhibition ,22.0,45.0,Canada,2023,7,11,18,gratitude,Joy,150
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",Excitement,2023-07-12 13:45:00, SeniorCyclingEnthusiast ,Facebook, #OpenRoadAdventures #SeniorCycling ,25.0,50.0,USA,2023,7,12,13,excitement,Joy,122
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",Joy,2023-07-13 20:00:00, SeniorWineConnoisseur ,Instagram, #AgedToPerfection #SeniorCheers ,35.0,70.0,UK,2023,7,13,20,joy,Joy,147
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",Joy,2023-07-14 16:15:00, SeniorBallroomDancer ,Twitter, #GracefulMoves #SeniorDance ,20.0,40.0,USA,2023,7,14,16,joy,Joy,141
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",Joy,2023-07-15 19:30:00, SeniorPaintingOrganizer ,Facebook, #CommunityArt #SeniorCreativity ,28.0,55.0,Canada,2023,7,15,19,joy,Joy,131
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",Gratitude,2023-07-16 14:00:00, SeniorMemoriesHost ,Instagram, #FriendshipAdventures #SeniorNostalgia ,30.0,60.0,USA,2023,7,16,14,gratitude,Joy,136
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",Curiosity,2023-07-17 22:15:00, SeniorStargazer ,Twitter, #CelestialWonders #SeniorAstronomy ,18.0,35.0,UK,2023,7,17,22,curiosity,Neutral/Other,127
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",Joy,2023-07-18 16:30:00, SeniorJazzFestivalGoer ,Facebook, #TimelessTunes #SeniorJazz ,25.0,50.0,USA,2023,7,18,16,joy,Joy,155
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",Gratitude,2023-07-19 19:45:00, WisdomBloggerSenior ,Instagram, #LifeLessons #SeniorBlog ,22.0,45.0,UK,2023,7,19,19,gratitude,Joy,134
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",Excitement,2023-07-20 17:00:00, SeniorCharityRunner ,Twitter, #RunForACause #SeniorSupport ,30.0,60.0,Canada,2023,7,20,17,excitement,Joy,121
"Survived a challenging physics exam. Equations, you won't defeat me! ",Relief,2023-08-01 13:30:00, PhysicsWhizHighSchool ,Instagram, #PhysicsSurvivor #HighSchoolAdventures ,20.0,40.0,USA,2023,8,1,13,relief,Joy,69
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,Excitement,2023-08-02 14:45:00, CodeExplorerHighSchool ,Twitter, #CodingAdventure #HighSchoolCoderLife ,25.0,50.0,UK,2023,8,2,14,excitement,Joy,101
"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",Excitement,2023-08-03 12:15:00, DebateWarriorHighSchool ,Facebook, #DebateWarrior #HighSchoolDebater ,18.0,35.0,Canada,2023,8,3,12,excitement,Joy,79
"Started a photography club at school. Capturing moments, one snapshot at a time! ",Joy,2023-08-04 16:30:00, PhotoClubHighSchool ,Instagram, #PhotographyClub #HighSchoolPhotographer ,22.0,45.0,USA,2023,8,4,16,joy,Joy,81
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",Excitement,2023-08-05 19:45:00, PromDreamerHighSchool ,Twitter, #PromDreams #HighSchoolFairytale ,30.0,60.0,Canada,2023,8,5,19,excitement,Joy,92
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,Positive,2023-08-06 14:00:00, OutdoorClassHighSchool ,Facebook, #OutdoorClassroom #HighSchoolExplorer ,28.0,55.0,USA,2023,8,6,14,positive,Joy,91
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",Embarrassed,2023-08-07 19:45:00, PaintSpillHighSchool ,Instagram, #ArtisticMishaps #HighSchoolArt ,22.0,45.0,UK,2023,8,7,19,embarrassed,Guilt,100
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,Excitement,2023-08-08 16:00:00, SkateProHighSchool ,Twitter, #SkaterLife #HighSchoolSkater ,30.0,60.0,Canada,2023,8,8,16,excitement,Joy,93
Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,Joy,2023-08-09 22:30:00, KpopFangirlHighSchool ,Facebook, #KpopFangirl #HighSchoolMusic ,20.0,40.0,USA,2023,8,9,22,joy,Joy,80
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,Joy,2023-08-10 14:20:00, ChemistryWizardHighSchool ,Instagram, #ChemistryWizard #HighSchoolScientist ,28.0,55.0,UK,2023,8,10,14,joy,Joy,77
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,Joy,2023-08-11 18:45:00, BirthdayPartyPlannerHighSchool ,Twitter, #BirthdayParty #HighSchoolCelebration ,22.0,45.0,Canada,2023,8,11,18,joy,Joy,101
"Joined the drama club to unleash my inner actor. Lights, camera, action! ",Excitement,2023-08-12 13:45:00, DramaClubStarHighSchool ,Facebook, #DramaClubStar #HighSchoolActor ,25.0,50.0,USA,2023,8,12,13,excitement,Joy,73
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,Excitement,2023-08-13 20:00:00, FantasyBookNerdHighSchool ,Instagram, #FantasyBookNerd #HighSchoolReader ,35.0,70.0,UK,2023,8,13,20,excitement,Joy,85
Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,Joy,2023-08-14 16:15:00, DoodleMasterHighSchool ,Twitter, #DoodleMaster #HighSchoolArt ,20.0,40.0,USA,2023,8,14,16,joy,Joy,76
Attempting to break the school record for the longest handstand. Wish me luck! ,Excitement,2023-08-15 19:30:00, HandstandChallengeHighSchool ,Facebook, #HandstandChallenge #HighSchoolAthlete ,28.0,55.0,Canada,2023,8,15,19,excitement,Joy,79
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,Mischievous,2023-08-16 14:00:00, SnackSmugglerHighSchool ,Instagram, #SnackSmuggler #HighSchoolSnacks ,30.0,60.0,USA,2023,8,16,14,mischievous,Joy,85
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,Excitement,2023-08-17 22:15:00, SleepoverHostHighSchool ,Twitter, #SleepoverFun #HighSchoolMemories ,18.0,35.0,UK,2023,8,17,22,excitement,Joy,95
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",Embarrassed,2023-08-18 16:30:00, TikTokFailHighSchool ,Facebook, #DanceFail #HighSchoolTikTok ,25.0,50.0,USA,2023,8,18,16,embarrassed,Guilt,92
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,Embarrassed,2023-08-19 19:45:00, SocialMediaBlunderHighSchool ,Instagram, #SocialMediaBlunder #HighSchoolAwkward ,22.0,45.0,UK,2023,8,19,19,embarrassed,Guilt,94
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,Embarrassed,2023-08-20 17:00:00, CrushFailHighSchool ,Twitter, #CrushFail #HighSchoolEmbarrassment ,30.0,60.0,Canada,2023,8,20,17,embarrassed,Guilt,109
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,Joy,2023-08-21 15:45:00, PaperPlaneExpertHighSchool ,Instagram, #PaperPlaneExpert #HighSchoolArt ,15.0,30.0,USA,2023,8,21,15,joy,Joy,99
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,Excitement,2023-08-22 12:30:00, JugglingProHighSchool ,Facebook, #TextbookJuggling #HighSchoolSkills ,22.0,40.0,Canada,2023,8,22,12,excitement,Joy,100
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,Mischievous,2023-08-23 16:45:00, SnackNinjaHighSchool ,Twitter, #SnackNinja #HighSchoolSnacks ,28.0,55.0,USA,2023,8,23,16,mischievous,Joy,89
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,Excitement,2023-08-24 18:20:00, ScavengerHuntMasterHighSchool ,Instagram, #SurpriseAdventure #HighSchoolFun ,20.0,38.0,UK,2023,8,24,18,excitement,Joy,88
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,Joy,2023-08-25 14:15:00, RainDanceCelebrationHighSchool ,Facebook, #RainDance #HighSchoolJoy ,25.0,50.0,Canada,2023,8,25,14,joy,Joy,87
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,Embarrassed,2023-08-26 17:30:00, GroupChatBlunderHighSchool ,Twitter, #TextingFail #HighSchoolAwkward ,18.0,35.0,USA,2023,8,26,17,embarrassed,Guilt,96
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,Embarrassed,2023-08-27 20:45:00, MagicFailHighSchool ,Instagram, #MagicFail #HighSchoolMagic ,22.0,45.0,UK,2023,8,27,20,embarrassed,Guilt,81
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,Joy,2023-08-28 16:00:00, OrigamiProHighSchool ,Twitter, #OrigamiMaster #HighSchoolArt ,18.0,36.0,USA,2023,8,28,16,joy,Joy,83
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,Excitement,2023-08-29 13:45:00, HackySackChampionHighSchool ,Instagram, #HackySackChallenge #HighSchoolAthlete ,26.0,48.0,Canada,2023,8,29,13,excitement,Joy,104
Creating a secret handshake with friends. Friendship level: Expert! ,Joy,2023-08-30 17:30:00, SecretHandshakeHighSchool ,Facebook, #FriendshipGoals #HighSchoolMemories ,20.0,40.0,USA,2023,8,30,17,joy,Joy,68
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,Excitement,2023-08-31 20:15:00, BurgerQuestHighSchool ,Twitter, #BurgerQuest #HighSchoolFoodie ,24.0,42.0,UK,2023,8,31,20,excitement,Joy,102
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,Joy,2023-09-01 14:45:00, ComedyGeniusHighSchool ,Instagram, #StandUpComedy #HighSchoolTalent ,21.0,39.0,Canada,2023,9,1,14,joy,Joy,94
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,Embarrassed,2023-09-02 18:30:00, LoveLetterBlunderHighSchool ,Facebook, #LoveLetterFail #HighSchoolAwkward ,17.0,33.0,USA,2023,9,2,18,embarrassed,Guilt,92
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,Excitement,2023-09-03 22:00:00, ScienceExperimentProHighSchool ,Twitter, #ScienceGeek #HighSchoolExperiments ,23.0,44.0,UK,2023,9,3,22,excitement,Joy,102
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,Joy,2023-09-04 15:15:00, BraceletCraftsmanHighSchool ,Instagram, #FriendshipBracelets #HighSchoolCrafts ,19.0,37.0,USA,2023,9,4,15,joy,Joy,94
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,Excitement,2023-09-05 12:30:00, CartwheelMasterHighSchool ,Twitter, #CartwheelChallenge #HighSchoolAthlete ,27.0,52.0,Canada,2023,9,5,12,excitement,Joy,98
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,Joy,2023-09-06 16:45:00, MovieMarathonHostHighSchool ,Facebook, #MovieNight #HighSchoolMemories ,22.0,43.0,UK,2023,9,6,16,joy,Joy,82
Experimenting with a new hair color. A bold change for a bold semester! ,Excitement,2023-09-07 18:20:00, HairColorExperimentHighSchool ,Instagram, #HairExperiment #HighSchoolStyle ,20.0,39.0,USA,2023,9,7,18,excitement,Joy,72
Building a time capsule to capture memories for the future. Time-traveling emotions! ,Joy,2023-09-08 14:15:00, TimeCapsuleCreatorHighSchool ,Facebook, #TimeCapsule #HighSchoolNostalgia ,26.0,48.0,Canada,2023,9,8,14,joy,Joy,85
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,Embarrassed,2023-09-09 17:30:00, ClassroomBlunderHighSchool ,Twitter, #FirstDayOops #HighSchoolEmbarrassment ,16.0,32.0,USA,2023,9,9,17,embarrassed,Guilt,96
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,Excitement,2023-09-10 20:45:00, SmoothieConnoisseurHighSchool ,Instagram, #HealthyLiving #HighSchoolWellness ,23.0,42.0,UK,2023,9,10,20,excitement,Joy,97
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,Sad,2023-09-11 15:45:00, OverwhelmedHighSchoolStudent ,Twitter, #SchoolChallenges #HighSchoolStruggles ,15.0,28.0,USA,2023,9,11,15,sad,Sadness,93
Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,Hate,2023-09-12 12:30:00, DealingWithHateHighSchool ,Instagram, #OnlineHate #HighSchoolReality ,18.0,36.0,Canada,2023,9,12,12,hate,Anger,88
Had a bad day at school. Everything seems to be going wrong. ,Bad,2023-09-13 16:45:00, ToughDayHighSchool ,Facebook, #BadDay #HighSchoolBlues ,20.0,40.0,UK,2023,9,13,16,bad,Anger,61
Feeling down after not making the sports team. Disappointment lingers. ,Sad,2023-09-14 18:20:00, SportsTeamRejectionHighSchool ,Twitter, #Disappointment #HighSchoolSports ,17.0,34.0,USA,2023,9,14,18,sad,Sadness,71
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,Hate,2023-09-15 14:15:00, CafeteriaConflictHighSchool ,Instagram, #CafeteriaDrama #HighSchoolTension ,21.0,41.0,Canada,2023,9,15,14,hate,Anger,78
Received a not-so-great grade on a major project. Academic frustration setting in. ,Bad,2023-09-16 17:30:00, ProjectGradeDisappointmentHighSchool ,Facebook, #AcademicFrustration #HighSchoolStress ,19.0,38.0,UK,2023,9,16,17,bad,Anger,83
Dealing with a personal setback. Sometimes life throws unexpected challenges. ,Sad,2023-09-17 20:45:00, PersonalSetbackHighSchool ,Twitter, #LifeChallenges #HighSchoolStruggles ,22.0,44.0,USA,2023,9,17,20,sad,Sadness,78
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Sad,2023-09-18 22:00:00, LonelySaturdayHighSchool ,Instagram, #LonelyNights #HighSchoolEmotions ,16.0,31.0,Canada,2023,9,18,22,sad,Sadness,82
Experiencing cyberbullying. Hateful messages online are disheartening. ,Hate,2023-09-19 15:15:00, CyberbullyingVictimHighSchool ,Facebook, #StopCyberbullying #HighSchoolReality ,14.0,27.0,UK,2023,9,19,15,hate,Anger,71
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,Bad,2023-09-20 12:30:00, RainyDayBluesHighSchool ,Twitter, #BadLuck #HighSchoolWeather ,18.0,35.0,USA,2023,9,20,12,bad,Anger,88
Missing an important event due to unforeseen circumstances. A day filled with sadness. ,Sad,2023-09-21 16:45:00, MissedOpportunityHighSchool ,Instagram, #MissedChances #HighSchoolRegret ,20.0,39.0,Canada,2023,9,21,16,sad,Sadness,87
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,Hate,2023-09-22 18:20:00, RumorVictimHighSchool ,Facebook, #RumorMills #HighSchoolDrama ,23.0,46.0,UK,2023,9,22,18,hate,Anger,86
Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,Bad,2023-09-23 14:15:00, FlatTireWoesHighSchool ,Twitter, #BadLuckDay #HighSchoolStruggles ,25.0,50.0,USA,2023,9,23,14,bad,Anger,87
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,Sad,2023-09-24 17:30:00, FriendMovingAwayHighSchool ,Instagram, #SayingGoodbye #HighSchoolEmotions ,21.0,42.0,Canada,2023,9,24,17,sad,Sadness,88
Facing rejection from a dream college. Disheartened but determined to explore other paths. ,Sad,2023-09-25 20:45:00, CollegeRejectionHighSchool ,Facebook, #CollegeDreams #HighSchoolJourney ,19.0,37.0,UK,2023,9,25,20,sad,Sadness,91
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,Hate,2023-09-26 14:15:00, GamingToxicityHighSchool ,Twitter, #OnlineGaming #HighSchoolGamer ,16.0,32.0,USA,2023,9,26,14,hate,Anger,89
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,Bad,2023-09-27 17:30:00, BadHairDayBluesHighSchool ,Instagram, #BadHairDay #HighSchoolConfidence ,18.0,36.0,Canada,2023,9,27,17,bad,Anger,87
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,Sad,2023-09-28 22:00:00, ProjectFailureDespairHighSchool ,Facebook, #ProjectStruggles #HighSchoolHardships ,21.0,41.0,UK,2023,9,28,22,sad,Sadness,94
Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,Hate,2023-09-29 15:45:00, OpinionsHateHighSchool ,Twitter, #OnlineOpinions #HighSchoolCriticism ,24.0,48.0,USA,2023,9,29,15,hate,Anger,89
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,Bad,2023-09-30 18:20:00, TechMalfunctionWoesHighSchool ,Instagram, #TechIssues #HighSchoolTech ,22.0,43.0,Canada,2023,9,30,18,bad,Anger,89
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,Sad,2023-10-01 14:15:00, MissedEventBluesHighSchool ,Facebook, #MissedMoments #HighSchoolRegret ,20.0,39.0,UK,2023,10,1,14,sad,Sadness,100
Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,Neutral,2023-10-02 16:45:00, StudyTechniqueExperimentHighSchool ,Instagram, #StudyStrategies #HighSchoolExams ,23.0,42.0,USA,2023,10,2,16,neutral,Neutral/Other,94
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,Neutral,2023-10-03 12:30:00, CommunityCleanupHighSchool ,Twitter, #EnvironmentalEfforts #HighSchoolCommunity ,26.0,50.0,Canada,2023,10,3,12,neutral,Neutral/Other,100
Sharing favorite book recommendations with classmates. Building a mini book club. ,Neutral,2023-10-04 18:20:00, BookRecommendationsHighSchool ,Facebook, #BookClub #HighSchoolReads ,19.0,38.0,UK,2023,10,4,18,neutral,Neutral/Other,82
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,Neutral,2023-10-05 14:15:00, BakeSaleRecipeExperimentHighSchool ,Instagram, #BakingAdventures #HighSchoolBakes ,21.0,43.0,USA,2023,10,5,14,neutral,Neutral/Other,90
Collaborating on a school project with peers. Teamwork makes the dream work. ,Neutral,2023-10-06 17:30:00, SchoolProjectCollaborationHighSchool ,Twitter, #Teamwork #HighSchoolProjects ,18.0,36.0,Canada,2023,10,6,17,neutral,Neutral/Other,77
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,Neutral,2023-10-07 20:45:00, ExtracurricularExplorationHighSchool ,Instagram, #SchoolClubs #HighSchoolInterests ,22.0,45.0,UK,2023,10,7,20,neutral,Neutral/Other,98
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,Neutral,2023-10-08 15:15:00, PartTimeJobExplorationHighSchool ,Facebook, #CareerDevelopment #HighSchoolJobs ,24.0,48.0,USA,2023,10,8,15,neutral,Neutral/Other,103
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,Neutral,2023-10-09 22:00:00, SchoolAssemblyParticipationHighSchool ,Twitter, #SchoolEvents #HighSchoolConnectivity ,20.0,40.0,Canada,2023,10,9,22,neutral,Neutral/Other,128
Exploring a new hobby of photography during free time. Capturing moments through a lens. ,Neutral,2023-10-10 14:15:00, PhotographyHobbyHighSchool ,Instagram, #PhotographyJourney #HighSchoolHobbies ,25.0,49.0,UK,2023,10,10,14,neutral,Neutral/Other,89
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,Neutral,2023-10-11 16:45:00, ScienceFairParticipationHighSchool ,Facebook, #ScienceFair #HighSchoolScience ,19.0,37.0,USA,2023,10,11,16,neutral,Neutral/Other,95
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,Neutral,2023-10-12 18:20:00, TimeManagementWorkshopHighSchool ,Twitter, #EfficiencyGoals #HighSchoolSkills ,23.0,44.0,Canada,2023,10,12,18,neutral,Neutral/Other,99
Volunteering at a local charity event to give back to the community. Contributing to social causes. ,Neutral,2023-10-13 12:30:00, CharityEventVolunteerHighSchool ,Instagram, #CommunityService #HighSchoolVolunteer ,20.0,39.0,UK,2023,10,13,12,neutral,Neutral/Other,100
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,Neutral,2023-10-14 17:30:00, GroupProjectCollaborationHighSchool ,Facebook, #TeamSpirit #HighSchoolProjects ,18.0,35.0,USA,2023,10,14,17,neutral,Neutral/Other,106
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,Neutral,2023-10-15 20:45:00, DebateClubParticipationHighSchool ,Twitter, #DebateSkills #HighSchoolIntellect ,22.0,43.0,Canada,2023,10,15,20,neutral,Neutral/Other,123
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,Happy,2023-10-16 15:45:00, BirthdaySurpriseHighSchool ,Instagram, #SurpriseParty #HighSchoolCelebration ,27.0,52.0,UK,2023,10,16,15,happy,Joy,95
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,Happy,2023-10-17 12:30:00, CodingSuccessHighSchool ,Twitter, #CodingTriumph #HighSchoolTech ,24.0,48.0,USA,2023,10,17,12,happy,Joy,96
Attending a school talent show to support classmates. Applauding the diverse talents on display! ,Happy,2023-10-18 16:45:00, TalentShowSupportHighSchool ,Facebook, #TalentShow #HighSchoolEntertainment ,19.0,38.0,Canada,2023,10,18,16,happy,Joy,97
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",Happy,2023-10-19 18:20:00, WeekendHikeHighSchool ,Instagram, #NatureAdventures #HighSchoolFriends ,21.0,42.0,UK,2023,10,19,18,happy,Joy,94
Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,Happy,2023-10-20 14:15:00, SportsVictoryHighSchool ,Twitter, #SportsTriumph #HighSchoolAthletics ,26.0,50.0,USA,2023,10,20,14,happy,Joy,97
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,Happy,2023-10-21 17:30:00, PenPalConnectionHighSchool ,Facebook, #GlobalFriendship #HighSchoolCorrespondence ,23.0,45.0,Canada,2023,10,21,17,happy,Joy,93
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,Happy,2023-10-22 20:45:00, MuralCreationHighSchool ,Instagram, #ArtCollaboration #HighSchoolCreativity ,22.0,43.0,UK,2023,10,22,20,happy,Joy,99
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,Happy,2015-11-10 16:45:00, ArtExhibitionJoyHighSchool ,Instagram, #ArtisticExpression #HighSchoolCreativity ,23.0,44.0,USA,2015,11,10,16,happy,Joy,99
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,Happy,2016-09-14 12:30:00, TrackFieldSuccessHighSchool ,Twitter, #AthleticAchievement #HighSchoolSports ,26.0,51.0,Canada,2016,9,14,12,happy,Joy,104
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,Happy,2017-08-18 18:20:00, ScienceProjectSuccessHighSchool ,Facebook, #ScienceFairWinner #HighSchoolScience ,20.0,39.0,UK,2017,8,18,18,happy,Joy,110
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",Happy,2018-06-22 14:15:00, BirthdayPartyJoyHighSchool ,Instagram, #SurpriseCelebration #HighSchoolFriendship ,25.0,48.0,USA,2018,6,22,14,happy,Joy,106
Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,Happy,2019-04-05 17:30:00, CharityFundraisingTriumphHighSchool ,Twitter, #CommunityGiving #HighSchoolPhilanthropy ,22.0,42.0,Canada,2019,4,5,17,happy,Joy,99
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",Happy,2020-02-29 20:45:00, MulticulturalFestivalJoyHighSchool ,Facebook, #CulturalCelebration #HighSchoolUnity ,21.0,43.0,UK,2020,2,29,20,happy,Joy,104
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",Happy,2020-11-15 15:15:00, VirtualTalentShowSuccessHighSchool ,Instagram, #VirtualEntertainment #HighSchoolPositivity ,24.0,47.0,USA,2020,11,15,15,happy,Joy,97
